comments,labels
(Trailer )5manikur 3Lakhs views 30Cr budget  laalunnis (Teaser)Shylock mass 5manikur 6Lakhs views 25Cr budget Megastar,not-malayalam
ഇതിന്റെ action choreographer ആരാ എന്ന് അറിയാമോ guys?,Not_offensive
ఈ సినిమా సబ్జెక్ట్ దేని గురించో అర్ధం కాలేదు.... ఎవరైనా  Trailer ని Explain  చెయ్యండి ప్లీజ్ !!,not-malayalam
North india se kon kon dekh raha h,not-malayalam
സങ്കി ലാലുണ്ണിയുടെ പടം എല്ലാ ചനകങ്ങളും വിജയിപ്പിക്കണം,Offensive_Targeted_Insult_Individual
Ithinu 1million anenn paranjitt 192k analo,Not_offensive
പടം പൊട്ടി പന്നാ സാവും,Offensive_Targeted_Insult_Group
Kidiloski,Not_offensive
Ikka fansinte 25 k dislike undallo... dislike adichittu karanjolu,Offensive_Targeted_Insult_Group
വാക്കുകൾ കൊണ്ടു പറഞ്ഞു പൂർത്തിയാക്കാൻ പറ്റാത്ത കലാപ്രേമി ..ഫാൻസ്കാരും,Not_offensive
ALL KERALA THALAPATHY BLOODS WISHES JAYASURYA,not-malayalam
പ്രതികാരം കൊന്നു തന്നെ തീർത്ത സ്ഥിതിക്ക് മറിയം വിജയരാഘവന്റെ കാരക്ടറിനെ കൂടി അങ്തീർത്തിരുന്നെങ്കിൽ ക്ലൈമാക്സും അടിപൊളിയായേനെ,Not_offensive
പ്രതീക്ഷിച്ച പോലെ തന്നെ,Offensive_Targeted_Insult_Individual
Trailer kollam.. Mattoru raakshasan movie aakate..,Not_offensive
Ohh 200 jimittolikal dislike adichitund Maire'ole ninde okke poojappura kinathil teaser release aayo,Offensive_Targeted_Insult_Group
Bgm athu kalakkii muthe sambavam lesam haram kooditha to,Not_offensive
i am mamooka fan from Mangalore,not-malayalam
FDFs ഉറപ്പിച്ചവർക്ക് #Like അടിക്കാൻ ഉള്ള സ്ഥലം,Not_offensive
Oru rakshem illaa  Lalettan  Prithvi,Offensive_Untargetede
Njn oru ettan fan ahnu.trailer pwolichuttoo ikka superr abhrahm pwolikm,Not_offensive
പടം പൊട്ടില്ല എന്ന് ഉറപ്പുള്ളവർക് like അടിക്കാം....... നല്ല ഒരു ത്രില്ലെർ ആയിരിക്കും,Not_offensive
Mohan laal ke saamne to to dusre sab actors fail ho gaye yaar...kyaa acting ki he yaar..nice movie,not-malayalam
Plzzzzzz release the movie in telugu,not-malayalam
What a Trailerori raksha illa   1;40 punch uff  mammukkaaa aaaaaaaaaa,not-malayalam
ennum ravile trailer kaanan vendi ezhunelkkunnavr ivde,Not_offensive
4.6 M views on 23.03.2019 ::2.07AM,not-malayalam
Pwolli item Mammukka Bgm Uff No words Katta waiting,Not_offensive
Dislike adikunna mammunikale,Offensive_Targeted_Insult_Group
എന്റെ സ്വപ്നം ദിലീപ് ഏട്ടനോപ്പം സിനിമയിൽ അഭിനയിക്കുക  അത് ഞാൻ നേടും,Not_offensive
Anu  fans like Ikka fans comment,not-malayalam
മഞ്ജു വാര്യരുടെ ശക്തമായ കഥാപാത്രമാണ് ഇത്. ഉറപ്പായി,Not_offensive
മൈര്,Offensive_Targeted_Insult_Group
Apoilll oru kariyam manasilayii DL x max pwolikkum. Sharikkum suraju annu nadan,Not_offensive
Midhun manuval thomas fans adi like,not-malayalam
ബാന്റ് സെറ്റുകാർ ഊതുമല്ലോ ഇതിലും നന്നായിട്ട്  കോപ്പി ചേട്ടൻ എന്തൊന്നിത് ചെയ്ത് വചേക്കുന്നത് BGM,Offensive_Targeted_Insult_Individual
Nivin pauly enna “NADANTE” jananam ayirikkumennu theercha,Not_offensive
Telugu padam maathiri thoori aakki kalanjallo... Sheey,Offensive_Untargetede
പടം കണ്ടു...  അറുബോറൻ പടം പുതിയ തലമുറയെ കഞ്ചാവ് അടിക്കാൻ പ്രേരിപ്പിക്കുന്ന തെറ്റായ സന്ദേശമാണ് ഈ ചിത്രം നൽകുന്നത് ഇത്തരം ചിത്രത്തിൽ അഭിനയിക്കാൻ തയ്യാറായ ഫഹദിനെ സമ്മതിക്കണം.  ദയവു ചെയ്ത് ഫാമിലിയായി ഈ പടം കാണാതിരിക്കുക,Offensive_Targeted_Insult_Group
Katta MAMMOOKKA Fans like button adich polikkeda  MASS KA BAAP,Not_offensive
ఈ సినిమా సబ్జెక్ట్ దేని గురించో అర్ధం కాలేదు.... ఎవరైనా  Trailer ని Explain  చెయ్యండి ప్లీజ్ !!,not-malayalam
Theatre il ninnu nenjum virich irangan aavo entho - oru odiyan orma,Not_offensive
Nivin bhai kya khaya tha jab ye picture ki apne kasam se gand fadhu hai.. Wo dialogue kya 'chaku teri gand me ghusedunga sale',not-malayalam
302k likes...yeeeeeee....I will dance....kuuuu...koooo...vineethetan sound vivek oberoi...,Not_offensive
Sir I am ur big fan sir ....  From Vijayawada Andhra Pradesh,not-malayalam
10 il kooduthal kandavar like adikk,Not_offensive
Mere naam ka kachra karo sab mil k,not-malayalam
Film making KING IS BACK   joshiy,not-malayalam
Mammooty  Avasaanathe aa run hentammo.. GOOSEBUMPS...,Not_offensive
3 million viewers hit like lalettan fans,not-malayalam
ഞാനും ഒരു ഫാനാണ് ലാലേട്ടന്റെയും,Not_offensive
Heroine illengil oru item dance engilum vekkada kundanmare,Offensive_Untargetede
Trailer കണ്ടപ്പോൾ തന്നെ പടം കാണാൻ ത്രില്ലയി,Not_offensive
Thandhayilaathavarum palathandhaku piranavanmaarum aayaa lalettan fanss fislike adikaann kore preyaasapedunundd 🤭🤭abarariyunilaa malayala cinemayude shaapam aann lalettan fans en,Offensive_Targeted_Insult_Group
lalettante margamkali oru rakshayumillaaa muth lalettannn,Not_offensive
Yaar is taraha ki films pura India ma realese honi chiya,not-malayalam
your sleepless nights are coming  കുഞ്ചാക്കോ ബോബനും,Not_offensive
My daughter  name 'sayana mariyam jose',not-malayalam
Trailerinayi ravile 11 mani muthal ivde kuthiyirikkunnavarundo,Not_offensive
for lucifer  3D,not-malayalam
Rajeev Ravi & Geethu Mohandas,Not_offensive
Lalaettanaetum lalaettantae margam Kali eshtapaettavar Oru like adichitt poikko,Not_offensive
THIS DEAL WITH DEVIL ITH ORU POLI POLIKKUM,not-malayalam
Ntammoooo enna lookka nte Etta  Immathiri oru trailer pretheekshichilla.... Kikkiduuu,Not_offensive
Sir release date kiya 14 june,not-malayalam
കൂറ ചളി മാത്രം. Love Action Drama Fixed. ശ്രീനിയേട്ടൻ നിവിൻ പൊളിച്ചടുക്കും ഈ ഓണം 1st show booked.,Not_offensive
Valip padam enn thonnunavar like adi,Offensive_Targeted_Insult_Group
```HIGH VOLTAGE INSIDE.. UNAUTHORIZED PERSONS KEEP OUT ```,not-malayalam
eattaaa ini 8 day engane urangum,Not_offensive
Sab bahubali jaisi film nhi ho sakti,not-malayalam
മഞ്ജു ചേച്ചിയുടെ film ഇറങ്ങാൻ വേണ്ടി കാത്തിരിക്കുന്ന ശരാശരി മലയാളി 🥰🥰🥰🥰🥰🥰,Not_offensive
DIRECTION IS REALLY HEAVY...... SEEMS LIKE MORE INTERESTING SCENES AND MUCH EAGERNESS WAITING ABOUT........... ALL IN ALL KIDU............. ROMANJAM............,not-malayalam
ബേസിൽ നിന്നെ തല്ലും തിരിച്ചു തല്ലിയാൽ നിന്റെ കൈ ഞങ്ങ എടുക്കും.  ബേസിൽ fan.      പടം പൊളിക്കും അതുപോലെ നമ്മടെ ചെക്കൻ മിഥുൻ ജി as ബേസിൽ,Not_offensive
Antony perumbavor undaya monemarayirikum dislike adikunath,Offensive_Targeted_Insult_Individual
alelum immade jayettane pettu THRISSUR slang pedakan  aledaaaaa GEDYOOLLEEEE🤘🤘🤘🤘,Not_offensive
I'm from karnataka but I hate kannada language,not-malayalam
Shahrukh Khans movie FAN njan kandatha. :),Not_offensive
SIR... PLEASE DUBBED FOR #TAMIL TRAILER FOR EXTRAORDINARY ......,not-malayalam
Raavanaaya avane illamdakkan oru mahaa avatharam thanne vendi varum,Not_offensive
Poojapura mohanan fans moonchi. ഇക്ക പൊളി,Offensive_Targeted_Insult_Individual
Edo thallu menone direction padikanonkil rajuvetante aduthu chenna enganeyanennu padipichu tharum ?,Not_offensive
ഏത് പുന്നാര മക്കൾ aadaa dislike അടിച്ചേ,Offensive_Untargetede
1:23 PREDATOR movie BGM copycat !!! deepak dev anna,not-malayalam
Die hard  Mohanlal Sir Sir,not-malayalam
2020 ile psycho thriller Rakshasa minnichekane🤩,Not_offensive
Titles look like HOBBS'S AND SHAW'S FAST AND FURIOUS,not-malayalam
നിവിൻ ഈ റോൾ ചേരില്ല എന്ന് പറഞ്ഞവരൊക്കെ ഇവിടെ കമോൺ  #bhaiarrives,Not_offensive
HAPPY BIRTHDAY MAMMOOKA BY ETAN FAN,not-malayalam
Indrajith LUCIFER ennu paranjappo,Not_offensive
Mohan lal sir superking nagarjuna fans,not-malayalam
Trailor ok ...kozapilla enni movie kandal ariyam,Not_offensive
Naaanavum maanavum undoda ooolakale trailer verunathinte munb Thane degrade cheyaaan.,Offensive_Untargetede
Joshy sir നും ജോജു വിനും വേണ്ടി ഇത് ഹിറ്റാക്കണം,Not_offensive
superb trailer  dileepettan & sidhique ikka best of luck,not-malayalam
Ithu song ano clip ano?? Full dialogues anallo..,Not_offensive
Megastar  Mammookka  Waiting 4 Mamangam  Nov 21,not-malayalam
MAMMOKKADE  MASS  DILOGINTE IDAYIL  SHAJON  VOICE  ORU DIALOGUE  KOLLATHE  THONNNIII,Not_offensive
Ola pola cola bola  *Mataka gatka satka Kya bol re baap*!!🤣🤣,not-malayalam
Any Malayalam people like hit,not-malayalam
Ufff  ijjathiii iteam......  Katta Waiting,Not_offensive
1.7 M views 167k like 17 k comment ⏰ 5:5AM,not-malayalam
Guys ente channel onnu subscribe cheyyaamo 🥰,Not_offensive
നല്ല ഊമ്പിയ ടീസർ... നിർത്തീട്ട് വേറെ വല്ല പണിക്കും പോ മമ്മൂക്ക,Offensive_Targeted_Insult_Individual
Arokke 0:21 bigil first look kando,Not_offensive
ഡീഗ്രേഡ് തായോ ളി കൾ വരെ കയ്യടിച്ചു പോകും അജ്ജാതി ദബാംഗ് മാസ്,Offensive_Untargetede
Prithvirajinte character poster kanditt ... Trailer onnode kaanan vannavar undoo??,Not_offensive
Mammokka just rocking in  MADHURA RAJA WE ARE EAGERLY FOR ........,not-malayalam
Iniyum Antonyude 100,Not_offensive
Katta mamooka fans hit like,not-malayalam
മമ്മാട്ടി വയസ്സനായി... കണ്ടാലറിയാം... ഇനിയും ഇങ്ങനെ ഉള്ള character മമ്മൂട്ടി അഭിനയിഛാൽ പെർഫെക്ഷൻ കിട്ടില്ല എന്നാണ് എന്റെ അഭിപ്രായം...,Not_offensive
Mhmmmm kasariyaaa kolaammm allatha maamagam poleiii aayalll moonchummmm,Offensive_Targeted_Insult_Individual
website :-  :-  :-  channel :-,not-malayalam
lub u lub u..... Laletta ..... L... U... C.... I... F... A.....R.,Not_offensive
Dislike adicha ellum dileep nayeenta makalayerrikum,Offensive_Targeted_Insult_Group
പ്രണവ് മോഹൻലാലിനെ ഇതു കണ്ടപ്പോൾ ഓർമ്മ വന്നവർ ഉണ്ടോ...,Not_offensive
0:51 sec ee rakshasa chiri malayalam industry le oralke cheyyan pattulu ayalde Peru MAMMOOKA,Not_offensive
April 12 Again   L.....,not-malayalam
adipoli ayitu undu....... nalla making ennu thonunu kanditu...... good luck to the team.,Not_offensive
Trailer erangan 1 manikoorinu munpae  3k dislike...  Nth tholvikal aano ntho..  kanditu vilayiruthu suhurthukalae.,Offensive_Untargetede
മോഹൻലാൽ പണി നിർത്തി പോകും ദയവായി നിങ്ങൾക്ക് പറ്റിയത്  കുറച്ച് പൈസ കൊടുത്ത്  വല്ല പത്മദുഷനോ  ലോകസഭ സീറ്റ്  വാങ്ങുക എന്നിട്ട്  മോഡി യോടൊപ്പം വല്ല കുക്കു സിന്റെ മൊത്തം പണി എടുക്കുക പ്രിയദർശനെ കുടെ കുടു,Offensive_Targeted_Insult_Individual
Kgf bahubali 2.0.... nammukum oru adar item undennu para...,Not_offensive
Ninta channel inu idanta peru goodwill ennalla devilwill enna..patti thayoli pundachi mone,Offensive_Targeted_Insult_Individual
Ethentha (Telugu movie)vikranadithya Malayam version ano,Not_offensive
Marakkar  movie waiting,not-malayalam
Ella movie um AUGUST il aanallo ishwara,Not_offensive
USA okay . India NO :D,not-malayalam
Sunny chechiye kanan Vannavarkke like adikanulla cmnt,Not_offensive
,
10 million ayo ennu nokkan varunnavar like adi,Not_offensive
A gem of Malayalam cinema !!,not-malayalam
ജീവിതത്തിൽ ആദ്യയിട്ട ഒരു ട്രയ്ലർ കണ്ട് ഇത്രയും ചിരിക്കുന്നെ വിനീതേട്ടൻ,Not_offensive
Die hard  Mohanlal Sir Fan,not-malayalam
01:04 ഇപ്പൊ ജോബി ജോർജിന്റെ അവസ്ഥ,Not_offensive
കുഞാലി,Not_offensive
Ithu kidukkum Vere Levelu Aannu Makkaleee,Not_offensive
ഇതുപോലെത്തെ നാറിയ സിനിമകൾ എടുക്കുന്നവരെ വേണം തല്ലികൊല്ലാൻ .. ജനങ്ങൾ കാശുകൊടുത്തിട്ട് ഇവൻമാരെപോലെയുള്ളവരുടെ ഊമ്പിയ സിനിമ കാണാനല്ല.....നല്ല സിനിമകൾ കാണാനാണ്..ഫഹദിന് നാണമില്ലേ ഇതുപോലെത്തെ സിനിമയിൽ അഭിനയിക്കാൻ.....ദയവുചെയ്ത് ഇനിയുള്ളവ്‍ ഈ സിനിമ കാണരുത്.......പൈസ പോകും.......,Offensive_Targeted_Insult_Group
എജ്ജാതി ഹൌ ബല്ലാത്ത ജാതി .എന്തൊരു സ്ക്രീൻ പ്രെസെന്റ്സ്,Not_offensive
